Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
312,-0.9878581,0.47577132,1.67262163,1.17804441,0.73028178,-0.4033914,0.30801383,0.25468232,-1.0456059,0.15540073,1.79372481,0.70201506,-0.3194705,0.6853097,0.87736728,-0.4470557,0.09646165,-0.3951791,0.79553156,0.39265554,-0.3191919,-1.1321276,0.2335661,0.14030878,0.0728125,-0.6376646,0.23187713,0.06271905,33.26,0
313,-0.9074204,1.10391184,1.28848923,1.24361185,-0.0680316,0.21404013,0.32400012,0.43603721,-0.4374089,0.17931799,1.12228156,0.70285584,-0.7578372,0.39863959,-0.4355035,-1.0260951,0.53879331,-0.1831795,0.94900646,0.02825081,0.02251955,0.39952345,-0.0490805,0.22025811,-0.1629244,-0.2869936,0.01507107,-0.1046675,15.08,0
313,-1.0383562,0.75612184,0.71994178,0.98840181,-0.2372897,-0.378862,0.41366798,0.43678675,-0.4481785,-0.3465816,-0.786498,-0.9990268,-1.9680153,1.04990167,1.48907579,-0.3726468,0.35034984,-0.0358453,0.11045956,-0.3441873,0.18954965,0.47787232,0.29849195,0.02936791,-0.3004199,-0.2941003,-0.0099046,0.03886056,68,0
315,-0.4041418,0.50274359,1.05714829,0.74163035,0.53762377,-0.0033765,0.45803355,0.21962066,0.17171399,-0.4209353,-1.6057955,-1.1596647,-2.4459478,0.43563816,-0.1074402,-0.5985416,0.20356658,-0.3310052,-0.0224803,-0.2327497,-0.0015546,0.04933999,-0.0763645,-0.4880208,-0.394884,-0.4154542,0.18278577,0.16916904,11.46,0
315,-1.0146928,0.44491767,2.25900536,0.33694591,-0.4923259,-0.6499774,0.54246011,-0.2017981,0.49198744,0.01323909,-0.1716667,0.71776585,0.85557435,-0.8907375,-0.2412763,-0.4354554,-0.083671,-0.3262115,-0.1438738,0.39938845,0.0907613,0.82935795,-0.1056686,1.0057635,-0.0986943,0.39678121,0.30789449,0.09874551,69.99,0
317,1.38414601,-0.7294773,0.56233913,-0.9015062,-0.8319613,0.29901992,-1.0869007,0.11168809,-0.3918298,0.55110889,-0.9004442,-0.6715442,0.8337009,-0.5499672,1.39685605,1.45219271,-0.0381986,-1.0310484,0.22437628,0.12987039,0.35458864,1.02004539,-0.2044745,-0.8436919,0.49294713,0.03860775,0.05371758,0.01477367,19.99,0
317,-0.3784894,0.53204262,1.49835212,-1.4511591,0.24540531,-0.6489255,0.84937484,-0.1598589,-0.1944418,-0.4841027,0.81099033,-0.1571694,-1.176986,0.27748237,-0.1528232,0.72035363,-1.0292834,0.29359489,-0.1945867,-0.0883471,-0.0368245,-0.0838547,-0.1845192,0.03264474,-0.3964244,0.72285432,-0.1656674,-0.1243308,7.69,0
318,1.49120502,-0.2462916,-0.386058,-0.7806379,-0.3404156,-1.110701,-0.0040478,-0.4109255,-1.2031889,0.67247771,-0.5779877,-0.4810102,0.76868499,-0.0278317,0.3964065,0.84465716,0.19466881,-1.5090758,0.82024513,0.10940086,0.16192015,0.44132056,-0.2296946,-0.0567763,0.87971232,-0.0553515,-0.025084,-0.0025836,10,0
322,1.20200718,0.10821348,0.59172424,0.56607856,-0.6415731,-0.8169741,-0.1274026,0.00437549,-0.0261478,0.14213086,1.43754038,0.41410428,-1.1428162,0.7143189,0.46318599,0.50234784,-0.5230335,0.05044584,0.10260624,-0.1745027,-0.2076832,-0.7038436,0.16535025,0.49373572,0.11482206,0.06894738,-0.0413497,0.00804079,1.79,0
322,1.18709001,0.0089798,1.09449131,1.22103424,-0.6765043,0.09547264,-0.517634,0.07816879,0.81148438,-0.2233909,-1.106255,0.72044531,0.87585307,-0.5394736,0.13113263,0.18728328,-0.4717864,0.00669222,-0.0292665,-0.0687621,-0.085988,-0.0024472,-0.0760435,-0.0962043,0.50642328,-0.3803231,0.07673351,0.03488957,9.99,0
322,1.06613434,0.03769897,0.16903505,0.99143228,-0.3544369,-0.1439783,-0.2931806,0.2208999,0.45028201,-0.6310729,1.56347521,0.54798382,-1.2402775,-1.1382477,-0.5944249,-0.0060182,1.29082963,0.13237582,-0.1624047,-0.1257561,-0.0879291,-0.0975299,-0.0571879,0.13876844,0.37947758,0.41238218,0.00504142,0.0325017,29.56,0
323,-0.7041334,0.34139706,1.74002687,-1.661595,0.8723131,-0.0073108,0.92308331,-0.5759385,0.44769679,0.26446475,0.30232917,-0.5896413,-0.979096,-0.41487,0.22765095,0.86353864,-1.5609551,0.57008162,0.26259684,0.01838871,-0.2069841,-0.3210452,-0.3346265,-0.8131763,-0.2650894,0.68904316,-0.9041129,-0.5798315,0.77,0
323,-0.8507306,0.69570282,2.07183757,0.928201,-0.0321079,0.64893228,0.15090912,0.44048598,-0.5644885,0.05770157,0.97669663,-0.1092049,-0.9239038,0.45868578,1.32465224,0.00479461,-0.2350668,0.78313684,0.58964723,0.30143568,0.2116277,0.59159572,-0.2109615,-0.341889,0.2819125,-0.067353,0.33946727,0.13809145,52,0
324,-0.6223171,0.65682568,1.09422463,0.05466478,0.74640469,-0.9738482,0.38670995,-0.0098757,-0.3517135,-0.4727238,-0.660362,-0.1070743,0.4378392,-0.4834152,0.92709775,0.51758572,-0.1900016,0.02314041,0.11429498,0.26101405,-0.2599366,-0.7985585,8.57E-05,-0.1999025,-0.0624071,0.10470324,0.23046691,0.10242098,0.89,0
325,1.40918592,-0.3836859,0.25625186,-0.7031502,-0.7635735,-0.7322566,-0.3506583,-0.2857377,-1.0321029,0.62943144,-0.6684177,0.47906395,1.89029174,-0.2370551,0.84515826,-1.1006655,-0.3386815,0.83839851,-0.5851405,-0.3436264,-0.4981904,-0.9185422,0.05554841,-0.0673393,0.20849475,0.92954307,-0.047751,0.01090529,17.24,0
327,1.16268662,0.26913945,0.16325807,0.9430877,-0.0032254,-0.4218218,0.21339538,-0.1255415,-0.3967829,0.14243994,1.16854008,1.25628795,0.88992233,0.39156353,0.14689202,0.30223636,-0.8471886,0.34497225,0.02583421,0.00216212,0.08774483,0.23657724,-0.1914148,0.04233826,0.72031489,-0.3320433,0.00935575,0.0144567,36.71,0
328,-4.2364194,-4.4597842,1.38181331,1.11707998,6.04448632,-3.4984472,-2.7408925,0.37215502,-0.2143382,-0.2422998,-1.6818442,0.60522756,1.70299548,0.07545789,0.56515746,0.51525281,-1.1846308,0.38155909,-0.2801589,1.39409341,0.39707182,-0.4325173,0.61250674,-1.016362,0.63037256,-0.4981409,-0.0947745,0.20803827,2.5,0
330,-0.3866334,0.95337878,1.85172644,1.62310811,-0.6031514,0.20491628,0.43889402,-0.3133166,0.35946076,0.58505453,-0.4534222,0.74828116,1.51116888,-0.9257876,0.64437217,-0.975488,0.1875521,0.11937792,1.45639857,0.29861763,0.14143156,0.99696413,-0.2058075,0.48131211,-0.224335,-0.1056362,-0.1042024,-0.0707262,55.76,0
330,1.20778786,-0.0069149,0.36134696,0.7788565,-0.4046222,-0.5036334,0.00894235,-0.1239959,0.47888182,-0.2061662,-0.9746213,0.38242991,0.07545276,-0.0939811,-0.1871798,-0.1774737,-0.0995526,-0.597944,0.34482126,-0.0538464,-0.2395192,-0.5601615,-0.0548014,0.05968379,0.49378115,0.28873777,-0.0272641,0.0137543,32.38,0
331,1.2201635,0.33042133,0.51802039,0.82317897,-0.6807187,-1.3914433,0.05843129,-0.2054297,0.08209392,-0.2663603,0.31267584,0.10857757,-0.4349271,-0.1428603,1.1172236,0.34995964,0.22043933,-0.4032244,-0.3946983,-0.1361748,-0.2597131,-0.7780049,0.2026852,0.86214906,0.12625857,0.0634379,-0.0259169,0.03484034,0.89,0
332,1.08430301,0.12767813,1.38985271,2.53255871,-0.6368714,0.65110902,-0.685289,0.35692442,-0.0525201,0.67238554,0.36254304,0.48303562,-0.4809556,-0.1366292,-0.9242803,0.93847686,-0.7578276,0.46584059,-0.427655,-0.1511898,-0.0554869,-0.0886419,-0.0122514,-0.0264912,0.29088237,-0.0393527,0.03340029,0.02296632,11.34,0
333,-2.9772137,0.78174766,2.881724,-1.6277982,-1.3680671,1.65687639,-1.185053,-5.393736,1.71940687,2.37295465,0.71098857,0.98977545,-0.1089967,-2.4616001,-2.8208609,-2.1511022,0.18671417,1.0392612,-0.4778135,-0.8793437,3.65642839,-1.9291813,0.19084264,0.53313388,0.29677288,0.89010355,-0.1232251,-0.5437499,75,0
333,-1.6859868,-1.5090422,1.25799165,-0.1147332,0.74940422,-0.8199174,0.11989721,0.21560844,0.01585402,-0.6513737,0.43836956,0.56876458,-0.354553,0.0826639,-0.9969392,0.62333162,-0.8979416,0.53149519,-0.4202626,0.64819883,0.36758207,0.30689799,0.68607654,-0.0040327,-0.5454362,0.17212565,0.01134155,0.21358119,216,0
335,-0.7799882,1.39577461,1.78082843,-0.1873247,0.95385018,-0.5113952,1.41947975,-0.9426517,0.41228292,0.22145698,0.1324051,-0.5428892,0.81126541,-2.9161259,1.28515531,0.54142422,0.24434706,0.71587461,-0.1753852,0.65020315,-0.3039422,-0.0599389,-0.5471335,-0.2162756,0.32504781,0.29082086,-0.5296258,-0.6688268,1.03,0
335,1.2959463,1.01183546,-3.1918598,0.47147815,3.35024061,2.43278326,0.18955256,0.62173443,-0.5567018,-1.4873611,1.02167596,-0.7352011,-0.3340809,-3.206827,1.27636949,1.37010911,2.21586306,1.7981176,-0.4652281,0.08596787,-0.2632485,-0.8253719,-0.2452576,0.67474927,1.01084119,-0.2790608,0.04054203,0.0905735,4.8,0
336,-0.8952241,0.56210613,2.81752408,-0.7187335,0.22322222,0.79615634,0.46488679,-0.0020811,0.38753706,-0.1950405,1.02495794,1.00406471,0.57622421,-0.9966695,-0.7877798,0.08339841,-0.7170259,-0.1767124,-0.4386216,0.21554335,-0.1170088,0.22124911,-0.3804221,-0.245721,0.20295753,0.32080224,-0.1743402,-0.3319537,7.72,0
339,0.50330199,0.93006514,-0.8575252,2.04294012,-1.5059464,-1.0001846,-1.9913633,0.46057675,-1.1241012,-1.974617,2.94606281,-2.1498631,-0.64646,-2.2388309,0.29170395,-2.2133028,-5.4000144,-1.4453888,0.36806011,0.16674083,0.37992477,-0.0621911,-0.012187,0.4797877,0.53194655,-0.4413229,0.46079234,0.21998537,2,0
339,1.20278276,-1.4648423,0.70328411,-1.4625202,-1.4629822,0.49541881,-1.368709,0.23651893,-1.9384713,1.45474631,1.71115606,0.18852319,0.90590581,-0.3098288,0.60900473,-0.5536416,0.66451435,-0.1395992,-0.907047,-0.1708013,0.1042637,0.57582482,-0.0335039,-0.2788111,0.14552615,-0.0718955,0.06793626,0.02613182,98,0
340,1.27013609,-0.608139,0.37310102,0.2337516,-0.7212468,0.39626469,-0.841541,0.21631992,-0.7341764,1.03711083,-0.2716284,-0.6221843,-0.9683125,0.39579987,0.62129282,-0.4360559,-0.9450193,2.60624447,-0.6597025,-0.4975282,-0.2633289,-0.4387637,-0.1585175,-0.9215408,0.44857419,-0.2432165,0.04705474,0.01908882,47,0
340,1.1954944,0.19492919,0.61751033,0.64971701,-0.4747182,-0.7160841,-0.0270776,-0.0733848,0.05725105,-0.1025225,0.25448802,0.4279827,-0.0145366,0.33729431,1.28748676,-0.073187,-0.0114848,-1.0670302,-0.5984498,-0.1534168,-0.2117287,-0.5901189,0.21011052,0.38801421,0.09278905,0.10497301,-0.013644,0.01823819,0.99,0
341,-0.268621,-0.2333739,1.02526288,-2.129325,1.56637522,3.86306356,-0.7322647,0.80771648,-1.2300531,0.48412878,-0.0671846,-1.2678523,0.2830469,-0.5833037,1.55446997,1.33821435,-0.2468394,-0.1776814,1.49033031,0.50820051,0.34369244,0.92164761,-0.4107906,1.05299481,0.39855491,0.07068481,-0.070437,-0.1488728,22,0
341,1.02166509,0.11057523,0.44947994,1.04142404,-0.2139186,-0.2306785,0.10270585,0.03849731,-0.319166,0.07600292,1.80514752,1.25582094,0.17311524,0.55892683,0.44383946,-0.0325586,-0.3480344,-0.3773646,-0.4435466,-0.033092,-0.0436941,-0.2347652,0.03289109,0.19834514,0.33058392,-0.5593487,0.0228279,0.02534179,62.63,0
342,0.77981972,-0.4158079,0.08818462,1.34806554,-0.0664145,0.41404476,0.24664669,0.07263926,-0.0519651,-0.0596744,0.96501614,1.41055895,0.42622065,0.1758887,-0.8070104,-0.4317882,-0.1324385,-0.4044424,-0.0185305,0.25214326,0.04928305,-0.0591958,-0.2884108,-0.2626446,0.6261043,-0.3319278,0.00347347,0.03666419,197.63,0
343,1.00476048,0.42399194,0.57992907,2.47675357,-0.1243755,-0.3639357,0.29769831,-0.1043418,-1.2312394,0.81242556,1.49411135,1.15889883,0.88567559,0.36481075,-0.376461,0.69218419,-0.8231693,0.03332554,-0.8217249,0.05804952,0.12892931,0.19525388,-0.1196538,0.55757286,0.51651768,-0.004221,-0.0280545,0.02572862,75.83,0
344,-3.4959837,-4.0884199,2.02484461,-0.7403627,1.12813457,-1.2317017,-0.0865536,0.15780736,1.67762074,-1.9468599,-0.7419197,0.46751342,-0.679088,-0.4469441,0.12239338,-1.0754349,0.22147231,-0.2284369,-0.0270899,1.63382266,0.3615623,-0.1730063,1.28044574,0.01269652,0.76087857,-0.8281473,-0.2987,-0.0616152,456.71,0
346,1.50757798,-1.0928202,0.3601021,-1.7709399,-0.9138486,0.67872329,-1.3802275,0.14768952,-1.9702608,1.51936867,0.57775007,0.15650028,1.95366029,-0.5966689,0.33629745,0.03373362,-0.0951793,0.5766558,-0.0775474,-0.2342118,-0.0470784,0.36079566,-0.1376313,-1.122472,0.43824073,-0.0220902,0.07256913,0.00345023,6,0
346,-0.9281932,0.67175801,1.92461596,0.27375466,1.04110848,0.13693011,0.36148319,0.14333697,-0.6821343,-0.6508204,-0.7895202,0.42994966,1.44128348,-0.1307249,1.20946905,0.11751407,-0.5762897,-0.3316999,-0.1626845,0.16352107,-0.1150344,-0.4244939,-0.1949162,-0.7838301,0.31015631,-0.5127831,0.08472108,0.08217261,5,0
346,1.07707856,0.28498022,0.00773138,1.657073,0.05202024,0.44638867,-0.4070362,0.35570389,0.62603923,-0.9290871,1.09416511,0.57956477,-0.8621889,-2.2244276,-1.1098707,0.17238184,1.72354814,0.69799029,-0.1535827,-0.142799,-0.174337,-0.1741605,-0.1533753,-0.4663313,0.61100089,-0.2528706,0.09037466,0.05482038,10.99,0
347,-1.5312711,1.39962086,-0.5870614,2.17500166,-2.1376369,-0.5015762,-1.2152151,0.95686164,-1.8665612,-2.3110239,2.77010079,-2.3610498,-0.5292291,-2.0033746,0.61959726,-2.4890734,-4.8875982,-1.0696362,1.33553998,0.80586166,0.55790408,0.08526707,0.40309585,0.45443754,0.20252207,-0.3131175,0.52718202,0.20257499,204.03,0
348,-0.3439864,0.53978857,1.02466151,-0.3718988,1.03733561,1.2618492,0.4734089,0.22716926,0.24827916,-0.0862361,-0.6106947,-0.0418012,-0.5748723,-0.2729774,-0.8831901,-0.1508112,-0.5749808,0.27388818,0.91828317,0.14056205,-0.1119011,0.17023167,-0.4150834,-1.659553,-0.0548494,0.45543784,0.20153787,-0.0542356,3.99,0
351,1.20544383,0.00846699,0.95378232,1.14109302,-0.491215,0.2973026,-0.5039129,0.08494822,0.79649703,-0.2316532,-1.367844,0.7415809,1.1866778,-0.6090988,0.12889051,0.2751691,-0.6097407,0.08758237,0.09634802,-0.0355633,-0.1036633,-0.0461726,-0.1237655,-0.4300286,0.55922154,-0.3603792,0.07735941,0.03249908,12.99,0
352,-0.7031832,1.21070442,0.71373088,1.14638079,0.19679007,0.46805975,0.20497737,0.62738883,-0.2962613,-0.3090009,-1.6459994,-0.3519829,-0.6830776,0.42983336,0.32001081,-0.8190321,0.53623904,-0.2770094,1.03831509,0.01552873,-0.0529394,0.044339,-0.1848534,-0.7764391,0.02154768,-0.1664268,0.29789193,0.1283809,13.99,0
352,-1.0463619,0.72038622,1.60341259,0.60837111,0.46094056,-1.4234058,0.26607867,-0.1410478,-0.5167928,-0.2013465,0.21788409,0.25638956,0.58928292,-0.4584508,1.24218552,-0.0263765,0.35693724,-0.224528,0.52472785,0.12203459,-0.2310269,-0.529575,-0.1062932,0.70460377,-0.3499034,0.14604072,0.2899648,0.15957155,2.67,0
353,1.13584592,0.08416355,0.26957273,1.21003437,0.00512792,0.31805037,-0.0826638,0.19104875,0.15757299,0.06280419,0.75087987,0.74339438,-0.8468603,0.38086315,-0.6941884,-0.3979845,-0.067049,-0.2901471,0.04885297,-0.2035696,-0.0769273,-0.0632463,-0.1106781,-0.3060791,0.65198281,-0.308067,0.0302762,0.00183078,12.87,0
353,0.15099891,-3.0021199,0.82430141,0.23172109,-2.6214153,0.12884308,-0.7552333,0.09595558,0.63821871,0.0964623,-1.2214195,-0.9934013,-1.3319114,-0.7536687,-0.5655495,0.9344985,0.80587434,-0.9501422,0.64084663,1.18005023,0.52171897,0.32029698,-0.5912534,0.44755723,0.16408041,-0.1318969,-0.0475469,0.13026635,611.76,0
354,-1.0884583,1.19710332,1.29371905,-1.1764535,-0.8599546,-1.4760754,0.30825432,0.19645417,0.54292475,-0.0324062,-0.1252853,-0.1499351,-0.8248342,0.06912983,0.58141329,0.52680681,-0.4082147,-0.4746265,-1.017829,0.15824677,-0.1500722,-0.2523785,0.08276631,0.92913867,-0.2519935,0.67539207,0.0935283,-0.0932858,2.31,0
354,-0.6870993,0.79043627,2.24242432,2.40646163,0.35971175,0.27941029,0.10367715,0.39907118,-1.5187328,0.60126828,1.38977445,-0.1918927,-1.2790756,0.68009642,0.68969152,0.27620619,-0.0890122,-0.0657719,0.07988217,0.05687057,-0.1461943,-0.7023026,0.08803845,0.13800604,-0.1295525,-0.1412503,-0.0113855,-0.0063438,11.38,0
354,1.13562921,-0.1739855,0.7306923,0.71155802,-0.8542086,-0.4949514,-0.2966196,0.11053609,0.49026905,-0.0199844,0.99581927,0.47583306,-1.5930752,0.3786693,-0.6844353,0.02700848,-0.0819045,-0.1401716,0.47098083,-0.1665084,-0.2439302,-0.6826998,0.09661099,0.51926744,0.20112774,0.2595441,-0.0395807,0.00719534,23.88,0
355,0.01925581,0.47169811,0.86806028,-1.2391242,0.54789788,-0.5026611,0.80851632,-0.2476671,0.13074113,-0.4849939,-0.7020945,-0.2134454,-0.0487133,-0.065307,0.65881033,0.16852566,-0.6213035,-0.6907505,-0.697036,-0.1071299,0.02142965,0.26505673,0.06660763,-0.3817523,-1.3051706,0.64604938,-0.0136249,-0.0119848,2.61,0
355,1.08584019,0.12668561,0.49897195,1.33369955,-0.1991288,0.03264447,-0.0155736,0.11609054,0.01599905,0.03863261,1.34392046,1.28560962,-0.2496031,0.27713318,-0.8078161,-0.5844366,0.08700732,-0.5467314,-0.158301,-0.1628534,-0.0299533,0.08750914,-0.0592093,0.24550086,0.60187631,-0.3440608,0.03419884,0.00988014,19.64,0
356,-1.2441263,1.10587092,2.87089428,3.01509716,-0.8137137,0.99246233,-0.3374654,0.45498277,-0.2055216,1.21625495,0.57155159,0.28787855,-0.7015664,-0.5584734,-0.9620911,-0.4111447,0.36808249,0.69272464,1.31668253,0.30694691,0.14973334,0.83921331,-0.3094448,0.57561055,0.30456812,0.48968523,0.20608924,0.25486446,20.48,0
356,1.02139247,0.15545097,-0.312291,0.96140734,0.54861131,0.12181627,0.52531801,-0.0538913,-0.6868673,0.11305851,1.15862284,1.30647533,0.9109909,0.58198186,0.18632958,0.02202891,-0.6085284,-0.5020093,0.00249184,0.11420225,-0.2247617,-0.8507121,-0.0778454,-0.6797748,0.48447837,-0.6059301,-0.0054536,0.01939243,105.87,0
356,1.58609252,-1.1690907,-1.3504767,-2.5045799,1.10638934,3.13528169,-1.3515287,0.69093212,-2.0906974,1.52308001,-0.246098,-1.0616153,0.46612746,-0.0922968,0.6847253,-0.1906049,0.04477123,0.39335432,0.12878892,-0.2027227,-0.2003662,-0.3254024,-0.0711042,0.9968983,0.68109267,-0.10019,0.0221183,0.00925948,15,0
357,-0.7119285,1.54742311,1.79975949,2.48905965,0.45049698,1.07376198,0.30937424,0.45085394,-1.5601069,1.23135613,1.73844979,0.56828285,0.24729395,0.40214725,1.07716895,-0.4095829,0.26936206,-0.5617079,0.38518871,0.35688673,-0.1151331,-0.1366532,0.05259489,-0.3279374,-0.5314802,0.00553269,0.51589564,0.25037171,0.75,0
358,1.10625081,0.39862521,0.86042068,2.3888621,-0.365843,-0.1925684,-0.1217693,0.15087551,-0.7332709,0.86089979,0.98165177,-0.0797158,-1.4180244,0.72382105,0.04922699,1.10137021,-0.839422,0.18597716,-0.6208549,-0.2000636,-0.2531892,-0.9528356,0.18164286,0.22246225,0.08355165,-0.3422782,-0.0170213,0.02097627,17.43,0
358,-0.4246656,0.55429342,1.37423412,-0.4474512,0.28824758,-1.0825356,0.96903469,-0.3474459,-0.1096777,-0.2585868,-0.3284328,0.31548539,0.755612,-0.3014232,0.28056623,0.31183776,-0.8135432,-0.3840376,-0.8225378,0.24034429,-0.0232958,0.10350207,0.0245132,0.42500802,-0.2277456,0.18226437,0.07672033,-0.0986671,41.64,0
359,1.2615973,0.25634596,0.51325357,0.61905379,-0.4724818,-0.9893421,0.06543109,-0.2087814,0.03592443,-0.0673074,-0.2089563,0.40111898,0.37821334,0.22650332,1.02523626,0.30102482,-0.4281241,-0.5487346,-0.1175927,-0.0901496,-0.2573051,-0.7398103,0.13564622,0.3764184,0.22031981,0.09470587,-0.0285589,0.01902274,1.29,0
360,1.29540611,0.29688136,0.06872482,0.57269023,-0.1656984,-0.7811135,0.03095345,-0.133051,0.16573687,-0.2627854,-0.65528,-0.2806882,-0.3161382,-0.1933711,1.20291697,0.66498263,-0.1643326,-0.0459964,0.00873458,-0.1059153,-0.3307971,-0.9805109,0.07133962,-0.2105472,0.26663052,0.12996955,-0.0277658,0.02385055,0.89,0
362,-0.6926988,0.29154841,1.57522763,-1.2194004,-0.3022575,0.67079016,0.33305941,0.15387472,1.19854123,-1.4738821,-1.3901944,-0.0218758,-0.2425286,-0.2733445,1.3285823,-1.1600334,0.28076689,0.32017309,1.58853181,0.02336118,0.12817049,0.67917897,-0.5161049,-0.869866,0.6436278,-0.297472,0.06382816,0.04290844,79,0
363,-1.028699,0.91051455,1.91518005,2.4693836,-0.0083751,0.59758412,0.25153123,-0.3317303,-0.0956393,1.34874967,-1.1261264,-0.0564294,1.14153155,-0.9846742,0.40977551,0.29183692,-0.6481315,0.337319,0.24273576,-0.1863727,0.20487777,0.94867372,-0.0147937,-0.064869,-0.8823166,0.02212637,-0.6731077,0.08578441,37.92,0
365,-0.4565857,0.54170756,1.33129724,0.55944726,0.18404479,0.61279245,0.63275858,0.15225296,-0.2021963,-0.5106985,-1.3639291,-0.431828,-0.4772888,0.00556693,0.51855401,-0.7844731,0.42514645,-0.4908904,1.31923691,0.19423181,-0.134465,-0.3161261,-0.0721486,-0.7497249,-0.0396436,0.47209814,0.07561224,0.09998482,74.22,0
365,-1.2094372,0.94944622,-0.4298111,-2.6400935,2.60138681,3.05696554,0.47349476,0.28072919,0.85304339,1.02389272,0.02535455,-0.3860342,-0.1615974,-0.5588242,0.71413115,0.55355272,-1.3935076,-0.1237167,-0.3694626,0.41037035,-0.2149196,-0.4498154,-0.0886771,1.03043918,-0.0489674,0.67197894,-0.6121532,-0.2240001,0.68,0
366,-1.1856978,-0.38651,1.62307213,1.63640561,1.10250551,-0.6833167,-0.303337,0.28565254,-0.0560846,-0.1739211,-0.9893596,-0.8862124,-2.2008835,0.51229593,0.51263431,-1.1446524,0.78835961,-0.3837296,0.80094344,0.1781412,0.06875347,-0.006952,0.04088889,0.04093749,0.00922423,-0.2010423,0.10657989,0.14046517,9.99,0
366,1.02039896,-0.6394788,0.94156779,0.12130685,-0.9963198,0.17780338,-0.5896562,0.15358321,0.83597862,-0.3477472,0.74988444,1.58796086,0.76801227,-0.5185881,-1.0564233,0.14577549,-0.2686812,-0.1174145,0.84497462,0.17679259,-0.140624,-0.3416627,-0.0605482,0.11667249,0.14462408,0.93285003,-0.0495218,0.01813093,97.47,0
367,1.25621655,0.25502777,0.27771637,0.70667701,-0.4958307,-1.1067355,-0.0084931,-0.1245042,0.24368732,-0.2414812,-0.3037608,-0.5066262,-1.1686994,-0.0100845,1.24687154,0.54382097,0.07446972,-0.1282655,-0.1889041,-0.1711181,-0.3039269,-0.9438296,0.14655068,0.3071644,0.1690701,0.09912884,-0.0320951,0.02774347,1.29,0
368,1.23917323,0.10336792,0.3717107,0.44003317,-0.3703964,-0.5093932,-0.1291653,0.03055766,-0.0105777,0.13877804,0.9855923,0.31187874,-0.9120721,0.655089,0.48697942,0.65093622,-0.7241282,0.20702261,0.30195528,-0.1480742,-0.2409343,-0.7905627,0.09782333,-0.0348511,0.1903469,0.10142843,-0.0411827,0.00297889,1.98,0
368,-0.4098996,1.18308757,1.59896705,0.35308835,0.30971002,-0.3124,0.70719741,-0.0432065,-0.892869,-0.6848002,0.23701102,0.51339977,1.25825778,-0.5214883,1.40389771,-0.2434576,0.49173359,-0.618058,0.29394189,0.11725811,-0.1633708,-0.3961553,-0.0694978,0.06973497,-0.2984069,0.1991882,0.09969243,0.1186172,1.98,0
369,1.24060011,0.74773502,-0.2141362,1.30147536,0.12473971,-1.1721834,0.37105861,-0.3064014,-0.2466722,-0.5977839,0.22774661,0.52538686,1.05957104,-1.269549,0.93923888,0.45282216,0.61101072,0.33202862,-0.5904636,-0.0357322,-0.0394129,0.01069977,-0.1322607,0.3068045,0.72825076,-0.3312394,0.03902376,0.05359968,1,0
369,0.9539182,-0.7605955,1.0916106,0.14711486,-0.7297957,1.43014788,-1.0704696,0.72796499,1.43273387,-0.602646,0.15224521,0.10998315,-1.9364547,-0.0550909,0.96146687,-1.3946265,1.56974293,-2.4661152,-1.2037965,-0.2900934,-0.0987442,-0.0155981,0.24846093,-0.5969788,-0.2910461,1.05393532,0.02190561,0.00333683,32.63,0
369,1.25572941,0.29765006,0.28752641,0.69990209,-0.4384053,-1.0885424,0.03442148,-0.1595959,0.14998966,-0.2600275,-0.2028455,-0.1782698,-0.5468174,-0.1338055,1.17925294,0.51640985,0.03699906,-0.2024774,-0.191225,-0.129759,-0.296736,-0.8943743,0.13780551,0.31864074,0.19056173,0.09731894,-0.0281745,0.0291406,1.98,0
370,1.35444506,-0.8152967,0.8364983,-0.6171402,-1.3041237,-0.0252738,-1.1471774,0.16299609,-0.2583414,0.6603412,0.63253962,-0.0569302,-0.3512673,-0.4666895,-0.8357343,1.15737663,0.18655435,-0.5797004,1.0770086,0.04037924,0.29203817,0.94135696,-0.1928509,0.04942204,0.59741633,0.00214855,0.03518151,0.00368211,4.79,0
373,1.1492464,0.01835829,0.43043951,0.53750263,-0.4307535,-0.3946985,-0.1513984,0.13503148,-0.0049587,0.11395021,1.5590693,0.26760171,-1.6012122,0.85325152,0.65369538,0.12887317,-0.1744296,-0.3433274,-0.2439702,-0.2190436,-0.1249324,-0.4497597,0.13578105,0.18512975,0.1290619,0.17778005,-0.0345646,0.00148656,10.29,0
373,-1.2544758,0.32225016,1.78450727,-0.3073962,1.00908572,-0.998491,0.32848171,0.13128425,-0.4852553,-1.0283427,-0.198156,-0.3601709,-0.6634433,-0.2275836,0.87187299,0.3527682,0.1141338,-0.5431025,-1.0383365,0.03260286,-0.1609803,-0.7789991,-0.0253595,0.00082821,0.1547814,0.04203392,-0.0195497,0.08117592,1.79,0
375,-0.8376894,0.77769755,1.84125191,3.05689168,0.30362726,0.61533451,0.53150358,-0.0819552,-0.5225267,1.149725,-0.6923056,-0.2194518,-0.0641819,-0.4739056,0.11939255,-1.01412,0.5966875,-0.6374655,0.82673103,0.03200224,-0.0700685,0.55678802,0.21768095,0.10072126,-0.3324789,0.25252557,0.13886482,-0.0851519,29.18,0
